CT1	CT2	CT3	RAS1	RAS2	RAS3
ENSG00000004838	4.52838396937403	18.127741804646	10.6258055231341	6.24870758628894	16.8752327472458	9.99577871265242
ENSG00000004846	0	0	0	0	0	0
ENSG00000004848	0	0	0	0	0	0
ENSG00000004864	522.575510065763	477.04583696437	482.588667509008	426.995018396411	413.443202307522	409.826927218749
ENSG00000004866	497.216559837268	567.6845459876	454.253186113984	356.17633241847	575.867317499763	367.622528209772
ENSG00000004897	1831.27847721486	1861.43285583497	1984.3691814453	1713.18732990755	1654.82751127679	1441.61341878032
ENSG00000004939	0	0	0	0	0	0
ENSG00000004948	0	0	0	0	0	0
ENSG00000004961	691.937070520352	707.936022055125	671.196715544639	819.622145068233	919.700184724895	741.908908894646
ENSG00000004975	919.261945782928	787.12563099121	905.849920847184	1170.5912211648	1158.06284727974	955.152188097898
ENSG00000005001	0	0	0	113.518187817582	141.330074258183	104.400355443259
ENSG00000005007	2689.86007780817	2838.422729938	2787.50298223552	3447.20368510273	3353.9525085151	3558.49722170426
ENSG00000005020	665.672443497982	730.834222229414	649.059620704776	368.673747591048	345.942271318539	308.758498013041
ENSG00000005022	2801.25832345477	3077.89974009411	2924.75297024267	3163.92894119097	3262.19343045195	3154.22350488143
ENSG00000005059	167.550206866839	145.021934437168	179.753210099686	36.4507942533522	27.4222532142744	32.2086202963245
ENSG00000005073	0	0	0	0	1.05470204670286	11.106420791836
ENSG00000005075	788.844487464956	618.251404705823	850.949925644324	1076.86060737046	945.013033845764	1159.51033066768
ENSG00000005100	230.041905644201	272.870218743619	342.682228121075	262.445718624136	242.581470741658	257.668962370596
ENSG00000005102	0	3.81636669571496	3.54193517437804	0	10.5470204670286	8.88513663346882
ENSG00000005108	7.24541435099845	0	1.77096758718902	0	10.5470204670286	1.1106420791836
ENSG00000005156	331.477706558179	409.305328115429	275.385459807893	336.388758395221	403.950883887196	364.290601972221
ENSG00000005175	380.384253427418	399.764411376142	363.933839167344	204.124447818772	255.237895302093	214.353921282435
ENSG00000005187	57.0576380141128	50.5668587182232	41.617738298942	6.24870758628894	5.27351023351431	17.7702732669376
ENSG00000005189	67.9257595406104	41.0259419789358	62.8693493452102	34.3678917245892	34.8051675411944	11.106420791836
ENSG00000005194	1373.91169630808	1315.69241834773	1477.87245150924	1787.13036967864	2044.01256651015	2049.13463609375
ENSG00000005206	932.84709769105	1115.3331668227	840.32412012119	1349.72083863841	1431.23067737578	1404.96223016726
ENSG00000005238	1610.2933395094	1681.10952946244	1552.25309017118	3276.40567774417	3175.70786262232	3329.70495339244
ENSG00000005243	1285.15537050835	1276.57465971665	1298.11924140955	556.134975179716	648.64175872226	596.414796521594
ENSG00000005249	113.209599234351	112.582817523591	143.448374562311	47.9067581615486	66.4462289422803	46.6469673257113
ENSG00000005302	372.233162282545	538.107704095809	437.428994035688	459.280007592237	351.215781552053	338.745834150999
ENSG00000005339	748.994708534464	956.953948950526	736.722516270632	673.818968054824	704.540967197512	641.951121768122
ENSG00000005379	14.4908287019969	20.9900168264323	21.2516110462682	4.16580505752596	6.32821228021717	4.44256831673441
ENSG00000005381	0	0	0	0	0	0
ENSG00000005421	4.52838396937403	0	0	0	0	0
ENSG00000005436	241.815703964573	180.323326372532	269.187073252731	158.300592185987	182.463454079595	137.719617818767
ENSG00000005448	319.703908237806	339.656635918631	288.66771671181	1048.74142323216	977.708797293553	1017.34814453218
ENSG00000005469	342.345828084677	349.197552657919	495.870924412926	341.596014717129	360.708099972379	369.843812368139
ENSG00000005471	18.1135358774961	31.4850252396484	17.7096758718902	0	0	0
ENSG00000005483	481.820054341397	624.930046423324	568.480595487675	395.751480464966	353.325185645459	295.430793062838
ENSG00000005486	1268.8531882186	1326.18742676095	1221.96763516042	3322.22953337695	3554.34589738864	3397.45412022264
ENSG00000005513	3.62270717549922	7.63273339142992	3.54193517437804	22.9119278163928	8.43761637362289	8.88513663346882
ENSG00000005700	557.89690502688	530.474970704379	731.409613509065	345.761819774655	447.193667802013	408.716285139566
ENSG00000005801	133.134488699596	169.828317959316	147.875793530283	63.5285271272709	126.564245604343	58.8640301967309
ENSG00000005810	852.241863036192	988.438974190174	893.453147736861	582.171256789253	547.390362238785	480.9080202865
ENSG00000005812	1185.53092318212	1023.74036612554	974.917656747556	470.735971500434	599.070762527225	647.50433216404
ENSG00000005844	0	0.954091673928739	0	0	0	0
ENSG00000005882	835.939680746446	942.642573841595	908.506372227967	1298.68972668372	1437.558889656	1398.29837769215
ENSG00000005884	4784.6905020406	5233.19283149914	5190.70599805102	9063.75035391211	8301.55980959822	8711.87646911617
ENSG00000005889	505.367650982142	416.938061506859	406.43706125988	298.896512877488	322.738826291076	326.528771279979
ENSG00000005893	4118.11238174874	3913.68404645569	4152.91899195825	3129.56104946638	2974.25977170207	2934.31637320308
ENSG00000005955	998.961503643911	1015.15354106018	987.314429857879	668.611711732917	823.722298474935	730.80248810281
ENSG00000005961	7.24541435099845	1.90818334785748	5.31290276156706	0	0	11.106420791836
ENSG00000005981	0	0	0	0	0	0
ENSG00000006007	3294.85217611654	3075.99155674626	3574.69807474104	3160.80458739782	2964.76745328174	2873.23105884798
ENSG00000006015	750.806062122214	730.834222229414	719.012840398742	1145.59639081964	949.231842032576	1135.07620492564
ENSG00000006016	215.551076942204	154.562851176456	156.730631466228	241.616693336506	149.767690631806	235.456120786924
ENSG00000006025	51.6235772508639	50.5668587182232	49.5870924412926	20.8290252876298	47.4615921016288	33.3192623755081
ENSG00000006042	2235.21032728302	2235.43679201504	2072.03207701115	1504.89707703125	1683.30446653777	1467.15818660154
ENSG00000006047	0	0	0	0	0	0
ENSG00000006059	0	0	0	0	0	0
ENSG00000006062	116.83230640985	136.43510937181	84.1209603914785	77.0673935642303	48.5162941483316	96.6258608889734
ENSG00000006071	0	0	0	0	0	1.1106420791836
ENSG00000006074	0	0	0	0	0	0
ENSG00000006075	0	0	0	1472.61208783543	1695.9608910982	1600.43523610357
ENSG00000006114	637.596462887863	666.910080076189	581.762852391593	648.824137709669	738.291432692003	714.142856915056
ENSG00000006116	0	0	0	0	0	0
ENSG00000006118	2500.57362788834	2699.1253455444	2464.30139757352	21150.8337283237	21726.862162079	20908.9477827105
ENSG00000006125	4028.45037915514	4094.96146450215	3985.56255496889	3029.58172808576	3001.68202491634	2928.76316280716
ENSG00000006128	0	0	0	2.08290252876298	0	1.1106420791836
ENSG00000006194	547.028783500383	616.343221357966	500.298343380898	702.979603457506	557.937382705814	786.33459206199
ENSG00000006210	0	0	0	0	8.43761637362289	4.44256831673441
ENSG00000006282	1708.10643324788	1930.12745635784	1741.7466220004	1787.13036967864	1473.4187592439	1862.5467667909
ENSG00000006283	0	1.90818334785748	0	2.08290252876298	5.27351023351431	3.33192623755081
ENSG00000006327	5204.01885760463	5201.70780625949	5041.94472072714	6030.00282076883	7420.88360060134	7372.44212162075
ENSG00000006377	0	0	0	0	0	1.1106420791836
ENSG00000006432	21.7362430529953	79.1896089360854	47.8161248541035	43.7409531040226	67.5009309889832	47.7576094048949
ENSG00000006451	1600.33089477678	1822.31509720389	1785.13532788653	4051.245418444	4609.04794409151	4357.04887663727
ENSG00000006453	1209.98419661674	1229.82416769415	1266.24182484015	699.855249664362	681.337522170049	555.321039591801
ENSG00000006459	48.9065468692395	57.2455004357244	40.7322545053475	57.279819540982	52.7351023351431	128.834481185298
ENSG00000006468	260.834916635944	272.870218743619	327.629003629969	646.741235180906	543.171554051974	518.669850978742
ENSG00000006530	382.195607015168	486.586753703657	422.375769544581	422.829213338885	338.559356991619	332.081981675897
ENSG00000006534	1300.55187600422	1372.93791878346	1216.65473239886	983.129993576127	1016.73277302156	1071.76960641218
ENSG00000006555	0	0	0	0	0	0
ENSG00000006576	831.411296777072	947.413032211238	783.653157331142	384.29551655677	352.270483598756	388.724727714261
ENSG00000006606	10.8681215264977	1.90818334785748	37.1903193309694	27.0777328739188	14.7658286538401	26.6554099004064
ENSG00000006607	758.051476473212	744.191505664417	726.096710747498	606.124635870027	677.118713983237	637.508553451388
ENSG00000006611	0	0	0	0	0	0
ENSG00000006625	188.38077312596	187.001968090033	190.37901562282	106.228028966912	116.017225137315	107.732281680809
ENSG00000006634	106.869861677227	65.832325501083	92.0903145338291	31.2435379314447	69.6103350823889	42.2043990089769
ENSG00000006638	184.75806595046	259.512935308617	191.264499416414	169.756556094183	190.901070453218	182.145300986111
ENSG00000006652	421.139709151785	324.391169135771	323.201584661996	433.2437259827	353.325185645459	376.507664843241
ENSG00000006659	0	0	0	0	0	0
ENSG00000006695	151.248024577093	221.349268351468	220.485464605033	306.186671728158	234.143854368035	218.79648959917
ENSG00000006704	376.761546251919	403.580778071857	433.001575067715	658.197199089102	503.092876277265	595.304154442411
ENSG00000006712	1801.39114301699	1852.84603076961	1830.29500135985	1974.59159726731	1881.58845131791	1936.9597860962
ENSG00000006715	1328.62785661434	1666.79815435351	1313.17246590066	953.969358173445	899.660845837541	882.960452950964
ENSG00000006740	93.284709769105	69.648692196798	63.7548331388047	130.181408047686	122.345437417532	76.6343034636685
ENSG00000006744	1685.46451340101	1524.63849493813	1788.67726306091	2400.54516439934	2274.99231473807	2334.56965044393
ENSG00000006747	0	20.0359251525035	1.77096758718902	0	0	0
ENSG00000006756	532.537954798386	599.169571227248	538.374146505462	519.684180926364	359.653397925676	378.728949001608
ENSG00000006757	344.157181672426	387.361219615068	357.735452612182	189.544130117431	150.822392678509	192.141079698763
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831	1400.17632333045	1441.63251930633	1476.98696771564	1460.11467266285	1552.52141274661	1645.9715613501
ENSG00000006837	12.6794751142473	15.2654667828598	12.3967731103231	22.9119278163928	15.8205307005429	22.212841583672
ENSG00000007001	0	0	0	0	0	0
ENSG00000007038	0	0	0	0	0	0
ENSG00000007047	1066.88726318452	1085.75632493091	1012.10797607853	2354.72130876655	2148.42806913373	2269.0417677721
ENSG00000007062	0	0	0	0	0	0
ENSG00000007080	2106.6042225528	1826.13146389961	1865.71435310363	2521.35351106759	2796.01512580929	2837.6905123141
ENSG00000007129	0	0	0	0	0	0
ENSG00000007168	2707.06793689179	2711.52853730548	2685.67234597215	2745.26553290961	2723.24068458679	3035.38480240878
ENSG00000007171	0	0	0	0	0	0
ENSG00000007174	0	0	0	8.33161011505192	0	0
ENSG00000007202	4110.86696739774	4467.05721733436	4191.88027887641	5499.90412719865	5235.54095983301	5454.36325087067
ENSG00000007216	0	0	0	0	0	0
ENSG00000007237	361.365040756048	521.88814563902	494.099956825737	206.207350347535	168.752327472458	191.03043761958
ENSG00000007255	99.6244473262286	104.950084132161	105.372571437747	99.9793213806231	24.2581470741658	41.0937569297933
ENSG00000007264	0	0	0	0	4.21880818681145	0
ENSG00000007306	0	0	0	0	0	0
ENSG00000007312	0	0	0	0	0	4.44256831673441
ENSG00000007314	0	0	0	0	0	0
ENSG00000007341	278.94845251344	233.752460112541	295.751587060566	263.487169888517	299.535381263613	316.532992567327
ENSG00000007350	0	0	0	0	0	0
ENSG00000007372	0	3.81636669571496	0	0	0	7.77449455428521
ENSG00000007376	798.806932197579	926.423015384806	717.241872811553	1767.34279565539	1960.69110482062	2064.68362520232
ENSG00000007384	1785.99463752112	1915.81608124891	1712.52565681178	4993.75881270925	5130.07075516272	5004.55320880131
ENSG00000007392	402.120496480414	403.580778071857	454.253186113984	767.549581849158	594.851954340414	670.827815826896
ENSG00000007402	9.96244473262286	0	32.7629003629969	21.8704765520113	4.21880818681145	43.3150410881605
ENSG00000007516	235.47596640745	203.221526546822	241.737075651301	250.989754715939	265.784915769121	283.213730191819
ENSG00000007520	1680.93612943164	1553.26124515599	1722.26597854132	2118.31187175195	2289.75814339191	2241.27571579251
ENSG00000007541	665.672443497982	663.093713380474	583.533819978782	1260.1560299016	1398.53491392799	1483.81781778929
ENSG00000007545	68.8314363344852	183.185601394318	152.303212498256	228.077826899546	164.533519285646	233.234836628556
ENSG00000007866	1546.89596393817	1549.44487846027	1384.01116938822	1604.87639841188	1571.50604958726	1823.67429401947
ENSG00000007908	0	0	0	0	0	0
ENSG00000007923	1288.77807768385	1558.98579519956	1380.46923421384	1866.28066577163	1574.67015572737	1745.92934847662
ENSG00000007933	0	0	0	0	0	1.1106420791836
ENSG00000007944	99.6244473262286	105.90417580609	147.875793530283	217.663314255732	108.634310810395	202.136858411416
ENSG00000007952	14.4908287019969	13.3572834350024	0	10.4145126438149	6.32821228021717	24.4341257420392
ENSG00000007968	17.2078590836213	19.0818334785748	14.1677406975122	1.04145126438149	8.43761637362289	1.1106420791836
ENSG00000008018	1744.33350500288	1725.95183813709	1804.61597134561	2459.90788646908	2566.09007962806	2418.97844846189
ENSG00000008056	34.4157181672426	48.6586753703657	52.2435438220761	74.9844910354673	46.4068900549259	78.8555876220357
ENSG00000008083	235.47596640745	326.299352483629	285.125781537432	560.300780237242	624.383611648094	600.857364838329
ENSG00000008086	50.7179004569891	44.8423086746508	50.4725762348871	31.2435379314447	17.9299347939487	13.3277049502032
ENSG00000008118	47.0951932814899	78.2355172621566	35.4193517437804	338.471660923984	375.473928626219	243.230615341209
ENSG00000008128	2.71703038162442	0	0	0	5.27351023351431	0
ENSG00000008130	945.526572805297	742.283322316559	951.009594320504	1496.5654669162	1556.74022093342	1450.49855541378
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	1.05470204670286	0
ENSG00000008226	231.85325923195	189.864243111819	261.217719110381	282.233292647384	352.270483598756	290.988224746104
ENSG00000008256	1411.04444485695	1392.97384393596	1461.93374322454	722.767177480754	692.93924468378	650.836258401591
ENSG00000008277	4.52838396937403	0	0	0	5.27351023351431	6.66385247510161
ENSG00000008282	1558.66976225854	1388.20338556632	1569.96276604307	1258.07312737284	1267.75186013684	1197.27216135992
ENSG00000008283	801.523962579203	647.828246597614	785.424124918331	589.461415639924	714.033285617837	687.48744701465
ENSG00000008294	786.127457083331	860.590689883723	811.988638726166	391.58567540744	437.701349381688	487.571872761601
ENSG00000008300	76.9825274793585	105.90417580609	82.3499928042894	185.378325059905	126.564245604343	103.289713364075
ENSG00000008311	162.11614610359	207.991984916465	117.76934454807	23.9533790807743	74.8838453159032	42.2043990089769
ENSG00000008323	12.6794751142473	0.954091673928739	8.8548379359451	0	0	2.2212841583672
ENSG00000008324	149.436670989343	117.353275893235	131.051601451987	206.207350347535	241.526768694955	203.247500490599
ENSG00000008382	227.324875262576	323.437077461843	278.927394982271	268.694426210425	202.502792966949	189.919795540396
ENSG00000008394	2900.882770781	2842.23909663371	2945.11909749534	1749.6381241609	1554.63081684002	1498.25616481868
ENSG00000008405	415.705648388536	463.688553529367	406.43706125988	302.020866670632	181.408752032892	323.196845042428
ENSG00000008438	0	7.63273339142992	0	0	0	0
ENSG00000008441	2578.46183216157	2794.53451293728	2948.66103266972	1075.81915610608	1169.66456979347	1218.37436086441
ENSG00000008513	3226.92641657593	3370.80588399024	3096.5368262	5213.50502949374	4788.34729203099	4841.28882316132
ENSG00000008516	28.075980610119	41.0259419789358	54.8999952028596	11.4559639081964	26.3675511675715	33.3192623755081
ENSG00000008517	884.846227615685	1039.95992458233	1025.39023298244	897.730989896845	1087.39781015065	1120.63785789625
ENSG00000008710	2028.71601827956	2272.64636729826	2071.14659321756	3104.56621912122	3017.50255561689	3023.16773953776
ENSG00000008735	30.7930109917434	19.0818334785748	35.4193517437804	9.37306137943341	63.2821228021717	37.7618306922425
ENSG00000008838	1046.96237371928	974.127599081243	1262.69988966577	1495.52401565182	1702.28910337842	1504.92001729378
ENSG00000008853	479.103023959772	468.459011899011	507.382213729654	667.570260468535	548.445064285488	580.865807413024
ENSG00000008869	534.349308386135	598.21547955332	519.778986839978	473.860325293578	411.333798214116	446.478115831808
ENSG00000008952	2293.17364209101	2003.59251525035	2220.79335433503	1539.26496875584	1379.55027708734	1383.86003066277
ENSG00000008988	8286.94266395447	7819.73535951995	8196.03799351079	8459.70862057085	8299.45040550482	9191.67384732349
ENSG00000009307	9935.27442880662	9950.22206740282	10430.9990885433	8052.50117619768	7730.96600233198	7664.54098844604
ENSG00000009335	2521.40419414746	2748.7381125887	2577.64332315362	2272.44665888041	2308.74278023256	2256.82470490108
ENSG00000009413	487.254115104646	504.714495508303	488.78705406417	238.492339543361	162.424115192241	136.608975739583
ENSG00000009694	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724	10.8681215264977	6.67864171750118	4.42741896797255	12.4974151725779	16.8752327472458	6.66385247510161
ENSG00000009765	0	0	0	0	0	0
ENSG00000009780	107.775538471102	149.792392806812	104.487087644152	63.5285271272709	99.141992390069	98.8471450473406
ENSG00000009790	14.4908287019969	0.954091673928739	15.0532244911067	0	18.9846368406515	26.6554099004064
ENSG00000009830	612.237512659369	567.6845459876	558.740273758136	1166.42541610727	1032.5533037221	1381.6387465044
ENSG00000009844	1363.04357478158	1305.19740993452	1254.73053552342	789.42005840117	679.228118076643	619.73828018445
ENSG00000009950	0	0	0	0	18.9846368406515	0
ENSG00000009954	1311.41999753072	1265.12555962951	1598.29824743809	1518.43594346821	1293.06470925771	1442.7240608595
ENSG00000010017	788.844487464956	727.0178555337	923.559596719074	453.031300005948	400.786777747087	498.678293553437
ENSG00000010030	20.8305662591205	0.954091673928739	11.5112893167286	12.4974151725779	8.43761637362289	0
ENSG00000010072	323.326615413306	343.473002614346	257.675783936002	248.906852187176	199.338686826841	236.566762866107
ENSG00000010165	751.711738916089	742.283322316559	680.937037274178	827.953755183285	920.754886771598	967.369250968917
ENSG00000010219	178.418328393337	254.742476938973	301.949973615728	137.471566898357	133.947159931263	159.932459402439
ENSG00000010244	2472.49764727822	2284.0954673854	2313.76915266246	2360.97001635284	2402.61126238912	2222.39480044639
ENSG00000010256	6125.09215697531	6509.76749121579	6159.42526824341	11413.2644063568	10862.3763789928	11408.515437374
ENSG00000010270	585.067208843124	507.576770530089	528.633824775923	531.14014483456	662.352885329397	448.699399990175
ENSG00000010278	2532.27231567396	2375.68826808256	2531.5981658867	3775.2608333829	4757.76093267661	4208.22283802667
ENSG00000010282	0	0	0	0	0	0
ENSG00000010292	902.959763493181	980.806240798744	927.987015687047	768.59103311354	872.238592623267	806.326149487295
ENSG00000010295	591.406946400248	609.664579640464	819.957992868516	1090.39947380742	975.599393200147	1151.7358361134
ENSG00000010310	27.1703038162442	3.81636669571496	15.9387082847012	0	4.21880818681145	11.106420791836
ENSG00000010318	12.6794751142473	39.1177586310783	39.846770711753	52.0725632190745	25.3128491208687	66.6385247510161
ENSG00000010319	0	0	0	0	0	0
ENSG00000010322	2581.1788625432	2758.27902932799	2792.81588499709	3233.70617590453	3617.62802019082	3030.94223409205
ENSG00000010327	199.248894652457	222.303360025396	225.7983673666	375.963906441718	304.808891497127	407.605643060382
ENSG00000010361	337.817444115303	276.686585439334	388.72738538799	713.394116101321	714.033285617837	635.28726929302
ENSG00000010379	0	0	0	3.12435379314447	0	4.44256831673441
ENSG00000010404	877.600813264687	834.830214687647	1050.18377920309	1137.26478070459	1121.14827564514	1187.27638264727
ENSG00000010438	1.81135358774961	5.72455004357244	12.3967731103231	375.963906441718	400.786777747087	372.065096526507
ENSG00000010539	158.493438928091	161.241492893957	151.417728704661	151.010433335316	113.907821043909	107.732281680809
ENSG00000010610	778.882042732333	838.646581383362	830.583798391651	661.321552882246	638.094738255231	690.8193732522
ENSG00000010626	84.2279418303569	99.2255340885889	107.143539024936	76.0259422998488	35.8598695878973	67.7491668301997
ENSG00000010671	0	0	0	0	0	0
ENSG00000010704	500.839267012768	468.459011899011	461.33705646274	204.124447818772	196.174580686732	267.664741083248
ENSG00000010803	483.631407929146	618.251404705823	572.022530662054	367.632296326666	398.677373653682	300.984003458756
ENSG00000010810	355.025303198924	354.922102701491	447.169315765228	880.026318402359	1082.12429991714	1102.86758462932
ENSG00000010818	729.069819069219	815.748381209072	718.127356605148	647.782686445287	469.342410782773	566.427460383637
ENSG00000010932	0	0	0	0	0	0
ENSG00000011007	1157.454942572	1127.73635858377	1173.26602651273	1858.99050692096	1568.34194344716	1750.37191679336
ENSG00000011009	1805.91952698636	1540.85805339491	1738.20468682602	3690.903280968	3750.52047807538	3544.05887467487
ENSG00000011021	271.703038162442	288.135685526479	323.201584661996	337.430209659603	203.557495013652	188.809153461212
ENSG00000011028	4997.52454860118	5507.01714191668	4740.88023090501	12439.0939017725	13267.0970454753	13212.1981739681
ENSG00000011052	0	0	0	0	0	0
ENSG00000011083	0	0	0	6.24870758628894	0	0
ENSG00000011105	1541.46190317492	1399.65248565346	1324.68375521739	1930.85064416328	1822.52513670255	1811.45723114845
ENSG00000011114	574.199087316627	467.504920225082	507.382213729654	547.803365064664	392.349161373465	630.844700976286
ENSG00000011132	424.762416327284	467.504920225082	443.62738059085	682.150578169876	709.814477431026	605.299933155063
ENSG00000011143	88.756325799731	68.6946005228692	74.3806386619389	79.1502960929933	76.9932494093089	47.7576094048949
ENSG00000011198	364.082071137672	348.24346098399	282.469330156649	419.704859545741	444.029561661905	388.724727714261
ENSG00000011201	25.3589502284946	36.2554836092921	14.1677406975122	44.7824043684041	89.6496739697432	55.5321039591801
ENSG00000011243	777.976365938458	828.151572970146	792.507995267087	1568.42560415852	1423.84776304886	1712.61008610111
ENSG00000011258	52.5292540447387	64.8782338271543	52.2435438220761	49.9896606903115	107.579608763692	54.4214618799965
ENSG00000011260	575.104764110502	407.397144767572	546.343500647813	570.715292881057	550.554468378894	590.861586125676
ENSG00000011275	1776.93786958237	1720.22728809352	1747.94500855556	1209.12491794691	1009.34985869464	958.484114335449
ENSG00000011295	426.573769915034	414.075786485073	409.093512640664	295.772159084343	253.128491208687	327.639413359163
