NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY	Details ...	154	-0.50417054	-1.5135667	0.0	0.1173976	0.648	3592	tags=23%, list=13%, signal=26%	
KEGG_PROTEASOME	KEGG_PROTEASOME	Details ...	45	-0.60000634	-1.5079881	0.012552301	0.11311587	0.668	6012	tags=53%, list=21%, signal=67%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	Details ...	52	-0.57326937	-1.4875265	0.0116731515	0.12807342	0.744	3983	tags=35%, list=14%, signal=40%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY	Details ...	178	-0.4800868	-1.4781129	0.0	0.13000314	0.773	3212	tags=27%, list=11%, signal=30%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	Details ...	72	-0.5391124	-1.4680339	0.01775148	0.13324746	0.803	3166	tags=32%, list=11%, signal=36%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES	Details ...	34	-0.6096414	-1.4583936	0.03469388	0.13739476	0.83	3209	tags=41%, list=11%, signal=46%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	Details ...	66	-0.53631073	-1.4495463	0.0121951215	0.13860299	0.845	1941	tags=29%, list=7%, signal=31%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	Details ...	83	-0.52002066	-1.4355528	0.008474576	0.14875248	0.876	4204	tags=25%, list=15%, signal=30%	
KEGG_LYSOSOME	KEGG_LYSOSOME	Details ...	120	-0.4932645	-1.428647	0.00990099	0.1512379	0.893	3102	tags=34%, list=11%, signal=38%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	Details ...	166	-0.45768547	-1.3969771	0.0020120724	0.19037777	0.952	5201	tags=42%, list=18%, signal=51%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE		15	-0.6966483	-1.3904248	0.078	0.19095244	0.957	3920	tags=67%, list=14%, signal=77%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	-0.53241223	-1.3633215	0.033797216	0.22863416	0.978	5677	tags=55%, list=20%, signal=69%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		56	-0.51800215	-1.3620253	0.050884955	0.22090796	0.98	3743	tags=32%, list=13%, signal=37%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		132	-0.45572686	-1.3616563	0.014403292	0.21226346	0.98	3133	tags=23%, list=11%, signal=25%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		75	-0.49064586	-1.358769	0.03601695	0.2084242	0.984	3190	tags=29%, list=11%, signal=33%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		86	-0.4815043	-1.3576112	0.0256917	0.20218201	0.985	3433	tags=38%, list=12%, signal=43%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		52	-0.52592844	-1.3544487	0.050301813	0.19943662	0.986	3662	tags=42%, list=13%, signal=48%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		61	-0.50788254	-1.3540907	0.04809619	0.19297466	0.987	4138	tags=33%, list=14%, signal=38%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		107	-0.46460122	-1.3425429	0.018255578	0.20333852	0.993	3190	tags=29%, list=11%, signal=32%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		41	-0.5321969	-1.3342223	0.056	0.21086529	0.994	2819	tags=44%, list=10%, signal=49%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	-0.5109037	-1.3322462	0.059063137	0.2072515	0.994	2632	tags=24%, list=9%, signal=26%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		57	-0.50408036	-1.3218488	0.056	0.2172218	0.996	3684	tags=44%, list=13%, signal=50%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		20	-0.6193175	-1.316801	0.11336032	0.21814986	0.997	4105	tags=40%, list=14%, signal=47%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		43	-0.5281739	-1.3140368	0.08125	0.2158816	0.997	3120	tags=23%, list=11%, signal=26%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		25	-0.5814643	-1.3063781	0.10967742	0.22206536	0.998	4653	tags=48%, list=16%, signal=57%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		71	-0.47485045	-1.3006077	0.06521739	0.22527812	0.998	3434	tags=28%, list=12%, signal=32%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		53	-0.4948308	-1.2969724	0.06639839	0.22500962	0.999	3420	tags=32%, list=12%, signal=36%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		69	-0.48021257	-1.2934448	0.05367793	0.2246679	1.0	889	tags=12%, list=3%, signal=12%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		79	-0.4617334	-1.2906483	0.059063137	0.22334705	1.0	3190	tags=28%, list=11%, signal=31%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		52	-0.49604866	-1.2808945	0.07385229	0.23467499	1.0	3578	tags=38%, list=12%, signal=44%	
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM		17	-0.627544	-1.2700323	0.1532567	0.24821796	1.0	2257	tags=35%, list=8%, signal=38%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		58	-0.47846818	-1.2689646	0.08988764	0.244165	1.0	4496	tags=29%, list=16%, signal=35%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	-0.552551	-1.2680632	0.11623246	0.2398003	1.0	3259	tags=35%, list=11%, signal=39%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		29	-0.5415664	-1.2667452	0.12798265	0.23611337	1.0	3983	tags=48%, list=14%, signal=56%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		180	-0.40904865	-1.2642022	0.026104419	0.23462091	1.0	6106	tags=46%, list=21%, signal=57%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		16	-0.6146001	-1.2621806	0.16182573	0.23241875	1.0	1187	tags=25%, list=4%, signal=26%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	-0.53234404	-1.215239	0.20119523	0.310406	1.0	3027	tags=31%, list=11%, signal=34%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		49	-0.47757697	-1.2148805	0.13292433	0.30478162	1.0	2495	tags=29%, list=9%, signal=31%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		322	-0.36676875	-1.1949059	0.046184737	0.34007138	1.0	3684	tags=30%, list=13%, signal=34%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		264	-0.3714552	-1.1879016	0.06591337	0.34935138	1.0	3711	tags=30%, list=13%, signal=34%	
KEGG_ASTHMA	KEGG_ASTHMA		30	-0.49835584	-1.1760857	0.21616162	0.36779705	1.0	3592	tags=20%, list=13%, signal=23%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY		86	-0.4181842	-1.1741776	0.15019763	0.3648989	1.0	3684	tags=33%, list=13%, signal=37%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		44	-0.45787972	-1.1671904	0.199187	0.37333757	1.0	4708	tags=41%, list=16%, signal=49%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		16	-0.569954	-1.152925	0.25882354	0.400541	1.0	4245	tags=56%, list=15%, signal=66%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		66	-0.41865185	-1.1283596	0.21975806	0.45496053	1.0	3283	tags=33%, list=11%, signal=38%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		42	-0.448164	-1.1270685	0.24025974	0.44985273	1.0	6304	tags=38%, list=22%, signal=49%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		158	-0.37389052	-1.1264664	0.14661655	0.44337314	1.0	4346	tags=34%, list=15%, signal=40%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		35	-0.46914285	-1.1222541	0.27698573	0.44639963	1.0	2770	tags=20%, list=10%, signal=22%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		73	-0.41455218	-1.1196631	0.23306774	0.4449947	1.0	3684	tags=37%, list=13%, signal=42%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		55	-0.4188845	-1.1066183	0.24016564	0.47070864	1.0	4221	tags=35%, list=15%, signal=40%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	-0.3881654	-1.106371	0.20604914	0.4636607	1.0	3684	tags=27%, list=13%, signal=30%	
KEGG_RIBOSOME	KEGG_RIBOSOME		86	-0.39296278	-1.1041812	0.25406504	0.46215826	1.0	7581	tags=59%, list=26%, signal=80%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	-0.5535406	-1.1028821	0.33898306	0.45807797	1.0	3158	tags=47%, list=11%, signal=52%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		43	-0.43269038	-1.0849777	0.30357143	0.4965294	1.0	4504	tags=42%, list=16%, signal=50%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM		18	-0.51908195	-1.0844889	0.34004024	0.49010432	1.0	5965	tags=44%, list=21%, signal=56%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		128	-0.36660564	-1.0770262	0.26708075	0.5015284	1.0	4374	tags=32%, list=15%, signal=38%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		98	-0.3730283	-1.065811	0.2983539	0.52603626	1.0	4323	tags=40%, list=15%, signal=47%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		16	-0.5247343	-1.0653651	0.35040984	0.51939213	1.0	3102	tags=31%, list=11%, signal=35%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		127	-0.36029637	-1.0616349	0.2982456	0.52143127	1.0	4487	tags=35%, list=16%, signal=41%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		126	-0.35864648	-1.0608625	0.2871486	0.51571083	1.0	3684	tags=31%, list=13%, signal=35%	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION		47	-0.41349304	-1.0532482	0.328	0.52850413	1.0	2360	tags=19%, list=8%, signal=21%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		134	-0.35242003	-1.0490046	0.3249476	0.5322518	1.0	3684	tags=31%, list=13%, signal=35%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		41	-0.41631123	-1.0472999	0.35270542	0.52931154	1.0	3678	tags=27%, list=13%, signal=31%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		84	-0.3753583	-1.0459114	0.34637964	0.5256867	1.0	3352	tags=35%, list=12%, signal=39%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		58	-0.39660046	-1.0400379	0.36633664	0.5338512	1.0	4014	tags=31%, list=14%, signal=36%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450		67	-0.3807916	-1.0338393	0.38185254	0.543006	1.0	5864	tags=24%, list=20%, signal=30%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		115	-0.344764	-1.003944	0.43927124	0.617165	1.0	2703	tags=20%, list=9%, signal=22%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		62	-0.36989525	-0.9833487	0.4621514	0.6690265	1.0	5585	tags=26%, list=19%, signal=32%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		32	-0.42028624	-0.9771636	0.45656565	0.67905	1.0	5199	tags=34%, list=18%, signal=42%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		86	-0.3492571	-0.97556996	0.47942388	0.6752641	1.0	3150	tags=27%, list=11%, signal=30%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		69	-0.35682294	-0.9676637	0.4969697	0.6899819	1.0	4320	tags=28%, list=15%, signal=32%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		47	-0.3825347	-0.9672442	0.4766949	0.6827419	1.0	5437	tags=40%, list=19%, signal=50%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		37	-0.4010609	-0.964737	0.507431	0.68175787	1.0	3592	tags=24%, list=13%, signal=28%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		112	-0.33075607	-0.9584893	0.52845526	0.69206053	1.0	5753	tags=23%, list=20%, signal=29%	
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION		50	-0.37528655	-0.9578703	0.5352941	0.6855726	1.0	5953	tags=24%, list=21%, signal=30%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		39	-0.39064533	-0.9537403	0.5123967	0.68906325	1.0	4769	tags=28%, list=17%, signal=34%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		180	-0.31249723	-0.94998485	0.56995887	0.6912544	1.0	4841	tags=34%, list=17%, signal=41%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		28	-0.4120521	-0.9477966	0.5278311	0.6899831	1.0	3684	tags=43%, list=13%, signal=49%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		27	-0.41337803	-0.94336927	0.53549695	0.69504064	1.0	4653	tags=48%, list=16%, signal=57%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		49	-0.37495854	-0.9384242	0.55463916	0.7025205	1.0	4769	tags=24%, list=17%, signal=29%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		49	-0.35507438	-0.918342	0.6057495	0.75111526	1.0	3646	tags=27%, list=13%, signal=30%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		62	-0.33892825	-0.9137703	0.6340996	0.7559451	1.0	4221	tags=34%, list=15%, signal=40%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		69	-0.33628872	-0.90887994	0.6372549	0.76226044	1.0	2597	tags=19%, list=9%, signal=21%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		79	-0.32671076	-0.90271944	0.6916836	0.7715259	1.0	5525	tags=39%, list=19%, signal=48%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS		26	-0.39570615	-0.8988226	0.6264822	0.7740888	1.0	1063	tags=8%, list=4%, signal=8%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		70	-0.32917362	-0.8938084	0.68787277	0.7808656	1.0	3360	tags=30%, list=12%, signal=34%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		31	-0.38134944	-0.89288276	0.6325301	0.7753813	1.0	5010	tags=39%, list=17%, signal=47%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		101	-0.30671158	-0.88833565	0.7451362	0.7793152	1.0	3212	tags=21%, list=11%, signal=23%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		52	-0.34103042	-0.8756401	0.71656686	0.8047294	1.0	3592	tags=17%, list=13%, signal=20%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA		70	-0.31323037	-0.85233253	0.802	0.85510963	1.0	3684	tags=29%, list=13%, signal=33%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		52	-0.32488847	-0.841833	0.77884614	0.872187	1.0	4221	tags=37%, list=15%, signal=43%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		39	-0.32929498	-0.8048335	0.809901	0.93951446	1.0	3299	tags=23%, list=11%, signal=26%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR		35	-0.3382719	-0.8033019	0.848723	0.9332214	1.0	4323	tags=34%, list=15%, signal=40%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		46	-0.3154627	-0.7932867	0.86558044	0.9404253	1.0	3362	tags=33%, list=12%, signal=37%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		52	-0.3048317	-0.7875336	0.8956522	0.9407502	1.0	2539	tags=13%, list=9%, signal=15%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		77	-0.28635415	-0.77848184	0.9468303	0.9452024	1.0	3169	tags=22%, list=11%, signal=25%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		49	-0.30299395	-0.77329344	0.9121339	0.9435151	1.0	4769	tags=20%, list=17%, signal=24%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM		29	-0.3277984	-0.77204883	0.85991377	0.93634474	1.0	4781	tags=21%, list=17%, signal=25%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	-0.3612547	-0.7503762	0.85050505	0.95129395	1.0	3184	tags=38%, list=11%, signal=42%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	-0.31462303	-0.6932199	0.921371	0.98028845	1.0	3993	tags=25%, list=14%, signal=29%	
