NAME	TITLE	SCORE	
RELN	reelin [Source:HGNC Symbol;Acc:HGNC:9957]	3.5982041	
CDK15	cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]	3.5889413	
NEDD9	neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]	3.5815716	
TMEM139	transmembrane protein 139 [Source:HGNC Symbol;Acc:HGNC:22058]	3.5595098	
CAMK2D	calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]	3.5589054	
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	3.5548918	
CCT6B	chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621]	3.5541196	
MTARC1	mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:HGNC:26189]	3.5481005	
KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]	3.5432653	
SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	3.5283506	
LDLRAD2	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]	3.5274377	
GBP1	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]	3.5232449	
TNNT2	troponin T2, cardiac type [Source:HGNC Symbol;Acc:HGNC:11949]	3.5208292	
DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	3.5127802	
ZBTB18	zinc finger and BTB domain containing 18 [Source:HGNC Symbol;Acc:HGNC:13030]	3.505696	
RPL13AP20	ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35709]	3.4993033	
CXCL12	C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	3.4987888	
MSR1	macrophage scavenger receptor 1 [Source:HGNC Symbol;Acc:HGNC:7376]	3.4984534	
LIPH	lipase H [Source:HGNC Symbol;Acc:HGNC:18483]	3.463627	
ZFPM2	zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]	3.4475956	
MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	3.4434803	
UGCG	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]	3.4312508	
CCDC81	coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]	3.4207823	
ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	3.408941	
LIN7A	lin-7 homolog A, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17787]	3.4059362	
PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	3.4052787	
ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	3.405063	
CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	3.3985415	
ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	3.3976707	
CASS4	Cas scaffold protein family member 4 [Source:HGNC Symbol;Acc:HGNC:15878]	3.3819883	
PLCB4	phospholipase C beta 4 [Source:HGNC Symbol;Acc:HGNC:9059]	3.3568075	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	3.3551211	
PLS1	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]	3.349782	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	3.3420305	
FAM111B	FAM111 trypsin like peptidase B [Source:HGNC Symbol;Acc:HGNC:24200]	3.3295686	
GMNC	geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:HGNC:40049]	3.3281167	
STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]	3.3274937	
FNDC1	fibronectin type III domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21184]	3.316588	
GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	3.3151038	
TRIM22	tripartite motif containing 22 [Source:HGNC Symbol;Acc:HGNC:16379]	3.3010259	
DPYD	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]	3.2961576	
CACNB4	calcium voltage-gated channel auxiliary subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:1404]	3.2928996	
CLEC14A	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]	3.286313	
CCDC112	coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]	3.2844117	
UCP2	uncoupling protein 2 [Source:HGNC Symbol;Acc:HGNC:12518]	3.2805915	
FIBIN	fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]	3.2750897	
KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]	3.269738	
HHEX	hematopoietically expressed homeobox [Source:HGNC Symbol;Acc:HGNC:4901]	3.2687783	
PPARG	peroxisome proliferator activated receptor gamma [Source:HGNC Symbol;Acc:HGNC:9236]	3.2611952	
SSTR1	somatostatin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11330]	3.2598765	
VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	3.2479877	
KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	3.2369466	
EIF4E3	eukaryotic translation initiation factor 4E family member 3 [Source:HGNC Symbol;Acc:HGNC:31837]	3.2287796	
PRPS1	phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]	3.2148602	
C4orf36	chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386]	3.2108543	
NOG	noggin [Source:HGNC Symbol;Acc:HGNC:7866]	3.2038028	
CRABP2	cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]	3.2029748	
LMO7	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]	3.2010136	
NUDT11	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	3.19166	
NR2F2	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	3.183114	
CHML	CHM like Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1941]	3.1821358	
PCDH7	protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]	3.1747403	
ENAM	enamelin [Source:HGNC Symbol;Acc:HGNC:3344]	3.1696854	
CNTN3	contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]	3.1584394	
LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1 [Source:HGNC Symbol;Acc:HGNC:29373]	3.1574557	
PRICKLE1	prickle planar cell polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:17019]	3.1514444	
FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	3.1512773	
RGMB	repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]	3.1474822	
TUB	TUB bipartite transcription factor [Source:HGNC Symbol;Acc:HGNC:12406]	3.1448596	
HACD4	3-hydroxyacyl-CoA dehydratase 4 [Source:HGNC Symbol;Acc:HGNC:20920]	3.1409633	
PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	3.1339703	
PDE5A	phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]	3.1336255	
TYMSOS	TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]	3.1278503	
ATP2C2	ATPase secretory pathway Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:29103]	3.123922	
TCEA3	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]	3.123822	
NEXN	nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]	3.115972	
GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	3.1112387	
CEP55	centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]	3.110054	
IRAK4	interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]	3.1079168	
DMKN	dermokine [Source:HGNC Symbol;Acc:HGNC:25063]	3.0988472	
BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	3.0980053	
VGLL3	vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]	3.096589	
PM20D2	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]	3.0959873	
RDH10	retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]	3.0958726	
KIAA2012	KIAA2012 [Source:HGNC Symbol;Acc:HGNC:51250]	3.0953233	
OPN3	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	3.0863843	
ENDOD1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	3.0820825	
MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]	3.0812378	
EPPK1	epiplakin 1 [Source:HGNC Symbol;Acc:HGNC:15577]	3.0744815	
FNIP2	folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]	3.0707033	
SYTL2	synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]	3.070154	
BAG2	BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]	3.0689335	
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	3.0642397	
GAL3ST4	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	3.06376	
POGLUT3	protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]	3.058168	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	3.0546556	
MAB21L2	mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]	3.0505261	
EGLN3	egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661]	3.0365243	
ACAT2	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	3.0329032	
SYBU	syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]	3.0317597	
MTCL1	microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121]	3.0127232	
PDGFD	platelet derived growth factor D [Source:HGNC Symbol;Acc:HGNC:30620]	3.010944	
CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	3.0079527	
PRKD1	protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]	3.0043197	
CDK6	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	3.0012102	
GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]	2.9933486	
FAM13B	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]	2.993077	
CCNI2	cyclin I family member 2 [Source:HGNC Symbol;Acc:HGNC:33869]	2.9891617	
SYNPO2L	synaptopodin 2 like [Source:HGNC Symbol;Acc:HGNC:23532]	2.973991	
GCNT4	glucosaminyl (N-acetyl) transferase 4 [Source:HGNC Symbol;Acc:HGNC:17973]	2.967004	
CILK1	ciliogenesis associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:21219]	2.9664876	
DSG2	desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]	2.9657168	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	2.9596229	
PCDHB16	protocadherin beta 16 [Source:HGNC Symbol;Acc:HGNC:14546]	2.9577866	
LOX	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	2.9561608	
ZFHX4	zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]	2.9552608	
KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	2.9539816	
LRIG3	leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]	2.9515567	
HMSD	histocompatibility minor serpin domain containing [Source:HGNC Symbol;Acc:HGNC:23037]	2.940448	
SC5D	sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]	2.9387493	
KIF20A	kinesin family member 20A [Source:HGNC Symbol;Acc:HGNC:9787]	2.9354851	
PDE1C	phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776]	2.9339855	
DSCC1	DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]	2.9324017	
DEK	DEK proto-oncogene [Source:HGNC Symbol;Acc:HGNC:2768]	2.9246945	
KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	2.923615	
LGR4	leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]	2.922355	
SHROOM4	shroom family member 4 [Source:HGNC Symbol;Acc:HGNC:29215]	2.913406	
TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]	2.9111388	
MET	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	2.9111238	
RNASEL	ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]	2.9106302	
TEAD1	TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]	2.9100473	
C21orf140	chromosome 21 open reading frame 140 [Source:HGNC Symbol;Acc:HGNC:39602]	2.902494	
EPAS1	endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]	2.9013147	
EPB41L2	erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]	2.8919134	
NMT2	N-myristoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7858]	2.8851879	
PSAT1	phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]	2.8837197	
RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	2.878398	
ZNF702P	zinc finger protein 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:25775]	2.8773217	
GOLGA8A	golgin A8 family member A [Source:HGNC Symbol;Acc:HGNC:31972]	2.8726044	
NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]	2.8702009	
SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	2.8693092	
CDIN1	CDAN1 interacting nuclease 1 [Source:HGNC Symbol;Acc:HGNC:26929]	2.8679821	
PLCXD3	phosphatidylinositol specific phospholipase C X domain containing 3 [Source:HGNC Symbol;Acc:HGNC:31822]	2.8675234	
NT5DC3	5'-nucleotidase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30826]	2.8656301	
ITGA4	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	2.8643308	
NEIL3	nei like DNA glycosylase 3 [Source:HGNC Symbol;Acc:HGNC:24573]	2.8631392	
ANKAR	ankyrin and armadillo repeat containing [Source:HGNC Symbol;Acc:HGNC:26350]	2.857145	
DNMT3B	DNA methyltransferase 3 beta [Source:HGNC Symbol;Acc:HGNC:2979]	2.8527393	
CEP78	centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740]	2.8507667	
LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]	2.8452704	
GALNT5	polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127]	2.8451548	
SYNPO	synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]	2.8397114	
TMEM14A	transmembrane protein 14A [Source:HGNC Symbol;Acc:HGNC:21076]	2.832109	
PTGER2	prostaglandin E receptor 2 [Source:HGNC Symbol;Acc:HGNC:9594]	2.8272543	
EZR	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	2.826838	
KIF20B	kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]	2.8221312	
ZNF114	zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]	2.8208976	
LCTL	lactase like [Source:HGNC Symbol;Acc:HGNC:15583]	2.8191984	
ITGBL1	integrin subunit beta like 1 [Source:HGNC Symbol;Acc:HGNC:6164]	2.8105311	
EFEMP1	EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218]	2.80705	
XRCC2	X-ray repair cross complementing 2 [Source:HGNC Symbol;Acc:HGNC:12829]	2.8069818	
OXCT1	3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]	2.8069472	
CPED1	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	2.8032532	
SHCBP1	SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]	2.7948442	
GDF5	growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]	2.79243	
CNN3	calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]	2.788969	
INPP4B	inositol polyphosphate-4-phosphatase type II B [Source:HGNC Symbol;Acc:HGNC:6075]	2.7869155	
NUPR1	nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]	2.7804596	
RPS6P20	ribosomal protein S6 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:36940]	2.7804449	
VSIR	V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085]	2.7796514	
SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	2.776779	
FAT4	FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]	2.7745912	
PLEKHA4	pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]	2.7709994	
DUSP10	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]	2.7660868	
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]	2.7641408	
IRAG1	inositol 1,4,5-triphosphate receptor associated 1 [Source:HGNC Symbol;Acc:HGNC:7237]	2.7616563	
CCDC14	coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]	2.7615988	
GASK1B	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]	2.7613134	
PRKCE	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2.756563	
CDC42EP3	CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]	2.7526815	
LMOD1	leiomodin 1 [Source:HGNC Symbol;Acc:HGNC:6647]	2.7523696	
DHRS3	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	2.7487707	
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	2.7468128	
CAND2	cullin associated and neddylation dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]	2.746358	
NRK	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	2.7372735	
DICER1	dicer 1, ribonuclease III [Source:HGNC Symbol;Acc:HGNC:17098]	2.7366462	
CERKL	ceramide kinase like [Source:HGNC Symbol;Acc:HGNC:21699]	2.7245557	
SH2D4A	SH2 domain containing 4A [Source:HGNC Symbol;Acc:HGNC:26102]	2.7211607	
ALPK2	alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]	2.7189527	
PDCD1LG2	programmed cell death 1 ligand 2 [Source:HGNC Symbol;Acc:HGNC:18731]	2.7177944	
LPAR1	lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:3166]	2.7143848	
MAP3K7CL	MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]	2.7126703	
SCD	stearoyl-CoA desaturase [Source:HGNC Symbol;Acc:HGNC:10571]	2.711959	
DNAJB4	DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]	2.7112455	
PTER	phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]	2.7029338	
BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	2.7023232	
NNMT	nicotinamide N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:7861]	2.699834	
TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]	2.6982625	
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]	2.6973746	
MBNL2	muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]	2.688354	
BST1	bone marrow stromal cell antigen 1 [Source:HGNC Symbol;Acc:HGNC:1118]	2.686701	
MYLK	myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]	2.6850889	
FAM83D	family with sequence similarity 83 member D [Source:HGNC Symbol;Acc:HGNC:16122]	2.6850703	
TIMP3	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:11822]	2.6821961	
KLF5	KLF transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]	2.681239	
IMPA2	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]	2.680917	
TSC22D2	TSC22 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:29095]	2.680155	
RGS4	regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]	2.6787078	
ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:19342]	2.6783433	
MYPN	myopalladin [Source:HGNC Symbol;Acc:HGNC:23246]	2.6780138	
TICAM2	TIR domain containing adaptor molecule 2 [Source:HGNC Symbol;Acc:HGNC:21354]	2.676242	
PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]	2.6742675	
RAPGEF2	Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]	2.6727417	
ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]	2.6704106	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]	2.6695423	
STOX2	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]	2.6694558	
KPNA5	karyopherin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6398]	2.6683805	
SUSD3	sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391]	2.6679173	
LRRN4CL	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]	2.6629245	
RTKN2	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	2.6627395	
