NAME	TITLE	SCORE	
RBMS3	RNA binding motif single stranded interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:13427]	3.4822736	
MAB21L2	mab-21 like 2 [Source:HGNC Symbol;Acc:HGNC:6758]	3.4762933	
BANK1	B cell scaffold protein with ankyrin repeats 1 [Source:HGNC Symbol;Acc:HGNC:18233]	3.473424	
CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	3.4713066	
LMO7	LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]	3.470734	
C7	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	3.467774	
MKI67	marker of proliferation Ki-67 [Source:HGNC Symbol;Acc:HGNC:7107]	3.4596524	
DDAH1	dimethylarginine dimethylaminohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:2715]	3.4472952	
SLC16A12	solute carrier family 16 member 12 [Source:HGNC Symbol;Acc:HGNC:23094]	3.4465048	
SYNPO2L	synaptopodin 2 like [Source:HGNC Symbol;Acc:HGNC:23532]	3.4451795	
GBP1	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]	3.4437134	
NOG	noggin [Source:HGNC Symbol;Acc:HGNC:7866]	3.4355936	
TRAF5	TNF receptor associated factor 5 [Source:HGNC Symbol;Acc:HGNC:12035]	3.4341934	
ESCO2	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]	3.4149036	
SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	3.4089212	
SYTL2	synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]	3.4047318	
MGARP	mitochondria localized glutamic acid rich protein [Source:HGNC Symbol;Acc:HGNC:29969]	3.4031808	
COL15A1	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	3.402475	
LRP1B	LDL receptor related protein 1B [Source:HGNC Symbol;Acc:HGNC:6693]	3.4003587	
CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	3.3909154	
TBC1D4	TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]	3.3833578	
MAMDC2	MAM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23673]	3.3813922	
ANXA3	annexin A3 [Source:HGNC Symbol;Acc:HGNC:541]	3.3808916	
SIX1	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]	3.3741946	
FIBIN	fin bud initiation factor homolog [Source:HGNC Symbol;Acc:HGNC:33747]	3.3721745	
UGCG	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]	3.3717415	
MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	3.3670883	
CENPI	centromere protein I [Source:HGNC Symbol;Acc:HGNC:3968]	3.362582	
OSR2	odd-skipped related transciption factor 2 [Source:HGNC Symbol;Acc:HGNC:15830]	3.3603902	
KIF18A	kinesin family member 18A [Source:HGNC Symbol;Acc:HGNC:29441]	3.3501372	
SLFN11	schlafen family member 11 [Source:HGNC Symbol;Acc:HGNC:26633]	3.3500109	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	3.3432078	
PDE11A	phosphodiesterase 11A [Source:HGNC Symbol;Acc:HGNC:8773]	3.3323162	
PM20D2	peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]	3.3315527	
KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]	3.3261387	
PGM5	phosphoglucomutase 5 [Source:HGNC Symbol;Acc:HGNC:8908]	3.3165824	
SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]	3.3091116	
GFRA1	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	3.3056278	
CLEC14A	C-type lectin domain containing 14A [Source:HGNC Symbol;Acc:HGNC:19832]	3.3043005	
GRIK2	glutamate ionotropic receptor kainate type subunit 2 [Source:HGNC Symbol;Acc:HGNC:4580]	3.3007076	
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	3.2925568	
C4orf36	chromosome 4 open reading frame 36 [Source:HGNC Symbol;Acc:HGNC:28386]	3.2792528	
NEXN	nexilin F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:29557]	3.2782187	
PRKAG2	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]	3.277954	
MET	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	3.2705555	
NRK	Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391]	3.267656	
PEAR1	platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]	3.2570295	
FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	3.2553194	
KMO	kynurenine 3-monooxygenase [Source:HGNC Symbol;Acc:HGNC:6381]	3.2550812	
WHAMMP1	WHAMM pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32361]	3.2527382	
PLCE1	phospholipase C epsilon 1 [Source:HGNC Symbol;Acc:HGNC:17175]	3.244333	
RGMB	repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]	3.24352	
GALNT12	polypeptide N-acetylgalactosaminyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19877]	3.2433968	
SULF1	sulfatase 1 [Source:HGNC Symbol;Acc:HGNC:20391]	3.2400594	
TCEA3	transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]	3.2398484	
PRDM5	PR/SET domain 5 [Source:HGNC Symbol;Acc:HGNC:9349]	3.2346866	
SNORD114-10	small nucleolar RNA, C/D box 114-10 [Source:HGNC Symbol;Acc:HGNC:32998]	3.2333205	
DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	3.2316165	
HMGB2	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]	3.2152772	
C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	3.2123182	
SLC16A7	solute carrier family 16 member 7 [Source:HGNC Symbol;Acc:HGNC:10928]	3.2044895	
ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	3.1982079	
CRPPA	CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]	3.1924553	
ZNF702P	zinc finger protein 702, pseudogene [Source:HGNC Symbol;Acc:HGNC:25775]	3.191313	
STARD4	StAR related lipid transfer domain containing 4 [Source:HGNC Symbol;Acc:HGNC:18058]	3.1874888	
SGK3	serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]	3.184171	
VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	3.1794534	
ENSG00000267026	novel transcript, antisense to GALNT12	3.1762779	
LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28751]	3.1716027	
STARD4-AS1	STARD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44117]	3.1709073	
PLEKHA4	pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]	3.1670568	
ZNF766	zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]	3.1572618	
PTN	pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]	3.1554415	
PTPRB	protein tyrosine phosphatase receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]	3.1548078	
TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	3.1527753	
PDE5A	phosphodiesterase 5A [Source:HGNC Symbol;Acc:HGNC:8784]	3.1416066	
LGR4	leucine rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:13299]	3.1405175	
GXYLT1	glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]	3.1361623	
SDHDP6	succinate dehydrogenase complex subunit D pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:10689]	3.1358552	
GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	3.1279023	
ANO1	anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]	3.1162574	
PLS1	plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]	3.1150265	
VSIR	V-set immunoregulatory receptor [Source:HGNC Symbol;Acc:HGNC:30085]	3.107408	
LRRN3	leucine rich repeat neuronal 3 [Source:HGNC Symbol;Acc:HGNC:17200]	3.0972261	
BDNF-AS	BDNF antisense RNA [Source:HGNC Symbol;Acc:HGNC:20608]	3.0953016	
BAG2	BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]	3.0852253	
NDC80	NDC80 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:16909]	3.0839179	
DNAJB4	DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]	3.0793679	
NEGR1	neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]	3.0792701	
WDR76	WD repeat domain 76 [Source:HGNC Symbol;Acc:HGNC:25773]	3.0742545	
PLK4	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	3.0740838	
LRRC2	leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]	3.0643165	
RELN	reelin [Source:HGNC Symbol;Acc:HGNC:9957]	3.0635962	
LRRN4CL	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]	3.0604541	
EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]	3.0430048	
EEA1	early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185]	3.0414364	
GHR	growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]	3.035383	
BDNF	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]	3.0341823	
CDC42EP3-AS1	novel transcript	3.030264	
ANK1	ankyrin 1 [Source:HGNC Symbol;Acc:HGNC:492]	3.0250206	
MCM6	minichromosome maintenance complex component 6 [Source:HGNC Symbol;Acc:HGNC:6949]	3.023467	
CENPF	centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]	3.022827	
HEG1	heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]	3.0224135	
LINC00571	long intergenic non-protein coding RNA 571 [Source:HGNC Symbol;Acc:HGNC:43721]	3.021275	
CYCSP10	CYCS pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:24384]	3.0149095	
CDH4	cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]	3.0108058	
RPL13AP20	ribosomal protein L13a pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:35709]	3.0093312	
PUS7L	pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]	3.006397	
RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:HGNC:24790]	3.0035021	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	2.9921834	
INTU	inturned planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:29239]	2.989384	
DEFB109F	defensin beta 109F (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38066]	2.9888487	
PLEKHA6	pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]	2.986263	
GRIN3A	glutamate ionotropic receptor NMDA type subunit 3A [Source:HGNC Symbol;Acc:HGNC:16767]	2.9809961	
CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	2.9800076	
TMEM130	transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429]	2.9784517	
GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]	2.977208	
RAPGEF2	Rap guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:16854]	2.9723465	
MAMDC2-AS1	MAMDC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48719]	2.9716163	
ENDOD1	endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129]	2.9643414	
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]	2.9623768	
MAP3K7CL	MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:HGNC:16457]	2.9616163	
RDH10	retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]	2.960996	
CRIM1	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]	2.9572504	
PRC1-AS1	PRC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48587]	2.9545379	
PDE1C	phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776]	2.9488177	
NREP	neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]	2.9478369	
LOX	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]	2.9432163	
CLSPN	claspin [Source:HGNC Symbol;Acc:HGNC:19715]	2.9428487	
CDK6	cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]	2.9427662	
CDC42EP3	CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]	2.9390259	
SNTB1	syntrophin beta 1 [Source:HGNC Symbol;Acc:HGNC:11168]	2.9333382	
GAS6-AS1	GAS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39826]	2.9264789	
NR2F2	nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]	2.924337	
POGLUT3	protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]	2.9236526	
EZR	ezrin [Source:HGNC Symbol;Acc:HGNC:12691]	2.9202747	
HIVEP1	HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]	2.9202118	
CDK15	cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]	2.9172108	
ELOVL2	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]	2.9160912	
SYNPO	synaptopodin [Source:HGNC Symbol;Acc:HGNC:30672]	2.9130309	
KIF11	kinesin family member 11 [Source:HGNC Symbol;Acc:HGNC:6388]	2.9001179	
KCNJ8	potassium inwardly rectifying channel subfamily J member 8 [Source:HGNC Symbol;Acc:HGNC:6269]	2.8984656	
DNA2	DNA replication helicase/nuclease 2 [Source:HGNC Symbol;Acc:HGNC:2939]	2.8962615	
PRPS1	phosphoribosyl pyrophosphate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:9462]	2.8944623	
EXOC6	exocyst complex component 6 [Source:HGNC Symbol;Acc:HGNC:23196]	2.891532	
G2E3	G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338]	2.8904765	
IKZF2	IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]	2.890016	
TRIM59	tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]	2.8896592	
CDC6	cell division cycle 6 [Source:HGNC Symbol;Acc:HGNC:1744]	2.8868406	
MAGI2-AS3	MAGI2 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40862]	2.8852277	
CPA5	carboxypeptidase A5 [Source:HGNC Symbol;Acc:HGNC:15722]	2.8849344	
KIF23	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	2.8781521	
SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:HGNC:1348]	2.8773618	
IRAK4	interleukin 1 receptor associated kinase 4 [Source:HGNC Symbol;Acc:HGNC:17967]	2.8752973	
PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]	2.8741772	
USP44	ubiquitin specific peptidase 44 [Source:HGNC Symbol;Acc:HGNC:20064]	2.8704875	
PRKCE	protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]	2.8692143	
CNN3-DT	CNN3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54176]	2.8666556	
OXCT1	3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527]	2.864379	
ANKRD1	ankyrin repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:15819]	2.8611536	
SCN1A-AS1	SCN1A and SCN9A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54069]	2.8593426	
USP1	ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]	2.8564541	
RAB23	RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14263]	2.8558621	
ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23317]	2.8521252	
KIF20B	kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]	2.851059	
SLC2A12	solute carrier family 2 member 12 [Source:HGNC Symbol;Acc:HGNC:18067]	2.8491406	
TOP2A	DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]	2.8483624	
ANAPC4	anaphase promoting complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19990]	2.8480902	
AGL	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]	2.8466127	
SEMA6A	semaphorin 6A [Source:HGNC Symbol;Acc:HGNC:10738]	2.8465252	
C1QTNF2	C1q and TNF related 2 [Source:HGNC Symbol;Acc:HGNC:14325]	2.8405838	
VPS13A	vacuolar protein sorting 13 homolog A [Source:HGNC Symbol;Acc:HGNC:1908]	2.8394868	
EPAS1	endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]	2.831133	
BEND6	BEN domain containing 6 [Source:HGNC Symbol;Acc:HGNC:20871]	2.8307498	
SGO1	shugoshin 1 [Source:HGNC Symbol;Acc:HGNC:25088]	2.8302689	
OPN3	opsin 3 [Source:HGNC Symbol;Acc:HGNC:14007]	2.8291984	
ATP11C	ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]	2.8289263	
ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]	2.8277187	
DTL	denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]	2.8221445	
SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	2.8220997	
KIF2C	kinesin family member 2C [Source:HGNC Symbol;Acc:HGNC:6393]	2.8220766	
ITGA4	integrin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6140]	2.8175287	
NFYB	nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]	2.8170033	
RBL1	RB transcriptional corepressor like 1 [Source:HGNC Symbol;Acc:HGNC:9893]	2.8169553	
GBP3	guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]	2.816287	
SHCBP1	SHC binding and spindle associated 1 [Source:HGNC Symbol;Acc:HGNC:29547]	2.8150966	
INPP5J	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]	2.8140683	
ZFHX4	zinc finger homeobox 4 [Source:HGNC Symbol;Acc:HGNC:30939]	2.8118005	
C8orf34	chromosome 8 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:30905]	2.8009946	
SERAC1	serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]	2.7987273	
SLC66A3	solute carrier family 66 member 3 [Source:HGNC Symbol;Acc:HGNC:28503]	2.7950106	
LBH	LBH regulator of WNT signaling pathway [Source:HGNC Symbol;Acc:HGNC:29532]	2.7933629	
BRIP1	BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	2.791559	
ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	2.7908282	
