NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE	Details ...	166	-0.5008307	-1.4132851	0.006741573	0.19972746	0.921	6406	tags=46%, list=16%, signal=55%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY	Details ...	56	-0.57359755	-1.4085442	0.030905077	0.19663548	0.929	2907	tags=29%, list=7%, signal=31%	
KEGG_LYSOSOME	KEGG_LYSOSOME	Details ...	121	-0.5168846	-1.4032459	0.014227643	0.19349419	0.941	5943	tags=48%, list=15%, signal=56%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	Details ...	70	-0.5580088	-1.3958915	0.031120332	0.19513164	0.948	3237	tags=30%, list=8%, signal=33%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	Details ...	66	-0.5457899	-1.3698524	0.040511727	0.22536963	0.977	4606	tags=41%, list=12%, signal=46%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE		15	-0.73580587	-1.3638749	0.10745614	0.22522606	0.98	4304	tags=67%, list=11%, signal=75%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		34	-0.6102369	-1.3637311	0.07377049	0.2151517	0.98	5401	tags=47%, list=14%, signal=54%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		54	-0.55259025	-1.3328793	0.054507338	0.2601665	0.992	4634	tags=43%, list=12%, signal=48%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		81	-0.51235485	-1.3285443	0.04761905	0.2576445	0.992	7020	tags=32%, list=18%, signal=39%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	-0.55383754	-1.3176739	0.056338027	0.26949212	0.994	4158	tags=38%, list=11%, signal=43%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		58	-0.53348535	-1.3061777	0.06818182	0.28233233	0.999	5504	tags=29%, list=14%, signal=34%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		52	-0.54278684	-1.2971381	0.072434604	0.29067987	0.999	3733	tags=38%, list=9%, signal=42%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		181	-0.45186338	-1.2923453	0.021881837	0.2895268	0.999	6406	tags=44%, list=16%, signal=52%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		132	-0.46889862	-1.2839397	0.0311804	0.2974688	0.999	3337	tags=20%, list=8%, signal=22%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	-0.60116696	-1.2825798	0.118393235	0.29082525	0.999	3067	tags=31%, list=8%, signal=33%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		62	-0.51886517	-1.2803723	0.08631579	0.28588277	0.999	4762	tags=32%, list=12%, signal=37%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		34	-0.57366407	-1.2793509	0.11827957	0.2790928	0.999	3721	tags=41%, list=9%, signal=45%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	-0.52148324	-1.2679734	0.0770878	0.2937502	0.999	3042	tags=24%, list=8%, signal=26%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		69	-0.50605565	-1.2656865	0.080168776	0.28946117	0.999	4242	tags=29%, list=11%, signal=32%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	-0.53880715	-1.2587819	0.10782241	0.29540858	1.0	3337	tags=22%, list=8%, signal=24%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		74	-0.4906195	-1.2576034	0.07111111	0.28943077	1.0	5390	tags=35%, list=14%, signal=41%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		86	-0.4772004	-1.2453688	0.06595745	0.3043936	1.0	4343	tags=37%, list=11%, signal=42%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		107	-0.4662736	-1.2415271	0.067391306	0.3037223	1.0	3907	tags=26%, list=10%, signal=29%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		16	-0.65919846	-1.2379963	0.1875	0.3040218	1.0	1256	tags=25%, list=3%, signal=26%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		79	-0.47431585	-1.2173617	0.10940919	0.340483	1.0	5504	tags=33%, list=14%, signal=38%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		42	-0.51831955	-1.2103769	0.1594203	0.34737837	1.0	3733	tags=43%, list=9%, signal=47%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		26	-0.5750427	-1.2073375	0.19114688	0.34625176	1.0	4754	tags=35%, list=12%, signal=39%	
KEGG_ASTHMA	KEGG_ASTHMA		28	-0.56021583	-1.1980315	0.18947369	0.3600609	1.0	6542	tags=21%, list=17%, signal=26%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		29	-0.5544174	-1.1931838	0.20888889	0.36298728	1.0	4973	tags=52%, list=13%, signal=59%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		52	-0.48983943	-1.1863818	0.15659955	0.37111375	1.0	6132	tags=48%, list=15%, signal=57%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		26	-0.5588395	-1.1765912	0.20390455	0.3865743	1.0	6677	tags=54%, list=17%, signal=65%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	-0.62581056	-1.1687839	0.23651452	0.3956322	1.0	5014	tags=53%, list=13%, signal=61%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		16	-0.6106569	-1.14776	0.24335378	0.44307157	1.0	6371	tags=50%, list=16%, signal=60%	
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM		17	-0.58793396	-1.1426897	0.26170212	0.44789284	1.0	2608	tags=35%, list=7%, signal=38%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		44	-0.4850745	-1.1413019	0.21621622	0.44231904	1.0	3690	tags=32%, list=9%, signal=35%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY		87	-0.435945	-1.1408	0.1880531	0.43532613	1.0	3825	tags=30%, list=10%, signal=33%	
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM		16	-0.6051785	-1.1372386	0.28094304	0.43572223	1.0	7395	tags=69%, list=19%, signal=85%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		265	-0.38086444	-1.1269932	0.10840708	0.45398915	1.0	4426	tags=30%, list=11%, signal=34%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		62	-0.44732472	-1.1156663	0.2264574	0.47550645	1.0	6699	tags=24%, list=17%, signal=29%	
KEGG_SPLICEOSOME	KEGG_SPLICEOSOME		125	-0.40701348	-1.1092467	0.1904762	0.48352224	1.0	7032	tags=44%, list=18%, signal=53%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		48	-0.46351713	-1.1082753	0.24840765	0.47755793	1.0	3185	tags=31%, list=8%, signal=34%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		66	-0.43959528	-1.1052945	0.23956044	0.47706014	1.0	3907	tags=32%, list=10%, signal=35%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	-0.41463977	-1.0961357	0.23935091	0.4942755	1.0	3787	tags=26%, list=10%, signal=28%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		56	-0.45223835	-1.0936915	0.27004218	0.49232715	1.0	3907	tags=36%, list=10%, signal=40%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		126	-0.39895526	-1.0923929	0.23409091	0.4870479	1.0	4426	tags=33%, list=11%, signal=37%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		322	-0.363013	-1.0863653	0.1583514	0.4935697	1.0	3809	tags=27%, list=10%, signal=29%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450		67	-0.4371174	-1.0860639	0.3018868	0.48648834	1.0	5272	tags=19%, list=13%, signal=22%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		41	-0.47706512	-1.0831535	0.30942622	0.48622134	1.0	5046	tags=37%, list=13%, signal=42%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		69	-0.43359858	-1.0826495	0.2725275	0.47958535	1.0	1113	tags=12%, list=3%, signal=12%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		39	-0.4704435	-1.0744083	0.32914045	0.4943162	1.0	6765	tags=31%, list=17%, signal=37%	
KEGG_REGULATION_OF_AUTOPHAGY	KEGG_REGULATION_OF_AUTOPHAGY		35	-0.48680872	-1.0731181	0.32298136	0.49011847	1.0	1858	tags=17%, list=5%, signal=18%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		55	-0.4461863	-1.0708629	0.31096196	0.48889896	1.0	4920	tags=33%, list=12%, signal=37%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		42	-0.46599922	-1.0675576	0.33684212	0.4905862	1.0	3644	tags=24%, list=9%, signal=26%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		52	-0.44026124	-1.064159	0.31512606	0.49251905	1.0	5150	tags=19%, list=13%, signal=22%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		44	-0.4525208	-1.0568446	0.34349594	0.5041276	1.0	4836	tags=36%, list=12%, signal=41%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS		26	-0.50261605	-1.0432646	0.36637932	0.53336906	1.0	1090	tags=8%, list=3%, signal=8%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		83	-0.3939793	-1.0295746	0.37022132	0.563498	1.0	3907	tags=36%, list=10%, signal=40%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		68	-0.40086985	-1.0139204	0.41528925	0.60043836	1.0	3337	tags=22%, list=8%, signal=24%	
KEGG_RNA_DEGRADATION	KEGG_RNA_DEGRADATION		58	-0.41183138	-1.0047908	0.4330544	0.6192126	1.0	4630	tags=29%, list=12%, signal=33%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		180	-0.34645426	-1.0007731	0.4185022	0.62207174	1.0	4563	tags=31%, list=12%, signal=35%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		72	-0.39464495	-0.99894243	0.46088794	0.61936766	1.0	3907	tags=33%, list=10%, signal=37%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		136	-0.36382356	-0.9936196	0.44843048	0.6264756	1.0	3787	tags=27%, list=10%, signal=30%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		159	-0.3503544	-0.98658144	0.44827586	0.6387102	1.0	5198	tags=33%, list=13%, signal=37%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM		18	-0.51119137	-0.985369	0.47368422	0.6343175	1.0	1987	tags=22%, list=5%, signal=23%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		35	-0.43726665	-0.98121613	0.4894068	0.63847727	1.0	7020	tags=31%, list=18%, signal=38%	
KEGG_AXON_GUIDANCE	KEGG_AXON_GUIDANCE		128	-0.35879248	-0.9765478	0.5181818	0.6439452	1.0	5210	tags=34%, list=13%, signal=39%	
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION		51	-0.40786752	-0.9721753	0.48140043	0.64857733	1.0	7150	tags=22%, list=18%, signal=26%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		98	-0.36774832	-0.9705723	0.50416666	0.6451635	1.0	5615	tags=40%, list=14%, signal=46%	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION		46	-0.4178223	-0.96952564	0.47211155	0.64072484	1.0	4506	tags=20%, list=11%, signal=22%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		114	-0.3593828	-0.9659432	0.5300668	0.64300793	1.0	4718	tags=27%, list=12%, signal=31%	
KEGG_LINOLEIC_ACID_METABOLISM	KEGG_LINOLEIC_ACID_METABOLISM		29	-0.44196138	-0.9538444	0.51502144	0.67031795	1.0	5504	tags=28%, list=14%, signal=32%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		50	-0.39759126	-0.94843495	0.57202506	0.6776457	1.0	7020	tags=22%, list=18%, signal=27%	
KEGG_CARDIAC_MUSCLE_CONTRACTION	KEGG_CARDIAC_MUSCLE_CONTRACTION		79	-0.3714965	-0.9469216	0.55130786	0.6742701	1.0	4913	tags=28%, list=12%, signal=32%	
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS		110	-0.3524023	-0.9433424	0.5939525	0.6775926	1.0	6843	tags=24%, list=17%, signal=28%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		151	-0.33241522	-0.9296877	0.6770601	0.70928615	1.0	4967	tags=29%, list=13%, signal=33%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		49	-0.38932204	-0.9195851	0.6021277	0.7297155	1.0	5615	tags=24%, list=14%, signal=29%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		69	-0.36713308	-0.9147014	0.63927853	0.735943	1.0	4509	tags=26%, list=11%, signal=29%	
KEGG_FOCAL_ADHESION	KEGG_FOCAL_ADHESION		199	-0.31790772	-0.91441876	0.73922414	0.7288627	1.0	3794	tags=24%, list=10%, signal=27%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		49	-0.38306352	-0.9092262	0.6505495	0.7350836	1.0	4965	tags=29%, list=13%, signal=33%	
KEGG_TYPE_II_DIABETES_MELLITUS	KEGG_TYPE_II_DIABETES_MELLITUS		47	-0.38530052	-0.9005037	0.64123714	0.75230616	1.0	3237	tags=26%, list=8%, signal=28%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		50	-0.3758062	-0.88766	0.67427385	0.77981335	1.0	5943	tags=22%, list=15%, signal=26%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		27	-0.41539323	-0.8873448	0.6447964	0.772697	1.0	5582	tags=48%, list=14%, signal=56%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		101	-0.3305483	-0.8843888	0.78012687	0.7725775	1.0	4110	tags=23%, list=10%, signal=25%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	-0.4409121	-0.8346909	0.66597074	0.88790476	1.0	5469	tags=56%, list=14%, signal=65%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR		35	-0.3687189	-0.831184	0.79466116	0.8865082	1.0	6378	tags=43%, list=16%, signal=51%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		28	-0.38336888	-0.82515115	0.7358491	0.8902068	1.0	4723	tags=39%, list=12%, signal=45%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	-0.38948575	-0.81010365	0.75609756	0.91168004	1.0	2952	tags=29%, list=7%, signal=31%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		39	-0.34636903	-0.7992291	0.8548057	0.9218673	1.0	3321	tags=23%, list=8%, signal=25%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM		33	-0.3520866	-0.78236586	0.8733205	0.9380104	1.0	7440	tags=33%, list=19%, signal=41%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		46	-0.32708493	-0.7734478	0.9006211	0.9413306	1.0	6238	tags=46%, list=16%, signal=54%	
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM		32	-0.34648022	-0.7682851	0.8816326	0.9384518	1.0	1987	tags=13%, list=5%, signal=13%	
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM		19	-0.33855882	-0.6653304	0.955414	0.99192715	1.0	5628	tags=32%, list=14%, signal=37%	
